Date,Open,High,Low,Close,Adj Close**,Volume
08/12/1987,228.77,234.92,228.69,234.91,234.91,227310000.00
07/12/1987,223.98,228.77,223.92,228.76,228.76,146660000.00
04/12/1987,225.2,225.77,221.24,223.92,223.92,184800000.00
03/12/1987,233.46,233.9,225.21,225.21,225.21,204160000.00
02/12/1987,232.01,234.56,230.31,233.45,233.45,148890000.00
01/12/1987,230.32,234.02,230.3,232,232,149870000.00
30/11/1987,240.27,240.34,225.75,230.3,230.3,268910000.00
27/11/1987,244.11,244.12,240.34,240.34,240.34,86360000.00
25/11/1987,246.42,246.54,244.08,244.1,244.1,139780000.00
24/11/1987,242.98,247.9,242.98,246.39,246.39,199520000.00
23/11/1987,242,242.99,240.5,242.99,242.99,143160000.00
20/11/1987,240.04,242.01,235.89,242,242,189170000.00
19/11/1987,245.54,245.55,239.7,240.05,240.05,157140000.00
18/11/1987,243.09,245.55,240.67,245.55,245.55,158270000.00
17/11/1987,246.73,246.76,240.81,243.04,243.04,148240000.00
16/11/1987,245.69,249.54,244.98,246.76,246.76,164340000.00
13/11/1987,248.54,249.42,245.64,245.64,245.64,174920000.00
12/11/1987,241.93,249.9,241.9,248.52,248.52,206280000.00
11/11/1987,239.01,243.86,239,241.9,241.9,147850000.00
10/11/1987,243.14,243.17,237.64,239,239,184310000.00
09/11/1987,250.41,250.41,243.01,243.17,243.17,160690000.00
06/11/1987,254.49,257.21,249.68,250.41,250.41,228290000.00
05/11/1987,248.93,256.09,247.72,254.48,254.48,226000000.00
04/11/1987,250.81,251,246.34,248.96,248.96,202500000.00
03/11/1987,255.75,255.75,242.78,250.82,250.82,227800000.00
02/11/1987,251.73,255.75,249.15,255.75,255.75,176000000.00
30/10/1987,244.77,254.04,244.77,251.79,251.79,303400000.00
29/10/1987,233.31,246.69,233.28,244.77,244.77,258100000.00
28/10/1987,233.19,238.58,226.26,233.28,233.28,279400000.00
27/10/1987,227.67,237.81,227.67,233.19,233.19,260200000.00
26/10/1987,248.2,248.22,227.26,227.67,227.67,308800000.00
23/10/1987,248.29,250.7,242.76,248.22,248.22,245600000.00
22/10/1987,258.24,258.38,242.99,248.25,248.25,392200000.00
21/10/1987,236.83,259.27,236.83,258.38,258.38,449600000.00
20/10/1987,225.06,245.62,216.46,236.83,236.83,608100000.00
19/10/1987,282.7,282.7,224.83,224.84,224.84,604300000.00
16/10/1987,298.08,298.92,281.52,282.7,282.7,338500000.00
15/10/1987,305.21,305.23,298.07,298.08,298.08,263200000.00
14/10/1987,314.52,314.52,304.78,305.23,305.23,207400000.00
13/10/1987,309.39,314.53,309.39,314.52,314.52,172900000.00
12/10/1987,311.07,311.07,306.76,309.39,309.39,141900000.00
09/10/1987,314.16,315.04,310.97,311.07,311.07,158300000.00
08/10/1987,318.54,319.34,312.02,314.16,314.16,198700000.00
07/10/1987,319.22,319.39,315.78,318.54,318.54,186300000.00
06/10/1987,328.08,328.08,319.17,319.22,319.22,175600000.00
05/10/1987,328.07,328.57,326.09,328.08,328.08,159700000.00
02/10/1987,327.33,328.94,327.22,328.07,328.07,189100000.00
01/10/1987,321.83,327.34,321.83,327.33,327.33,193200000.00
30/09/1987,321.69,322.53,320.16,321.83,321.83,183100000.00
29/09/1987,323.2,324.63,320.27,321.69,321.69,173500000.00
28/09/1987,320.16,325.33,320.16,323.2,323.2,188100000.00
25/09/1987,319.72,320.55,318.1,320.16,320.16,138000000.00
24/09/1987,321.09,322.01,319.12,319.72,319.72,162200000.00
23/09/1987,319.49,321.83,319.12,321.19,321.19,220300000.00
22/09/1987,310.54,319.51,308.69,319.5,319.5,209500000.00
21/09/1987,314.92,317.66,310.12,310.54,310.54,170100000.00
18/09/1987,314.98,316.99,314.86,314.86,314.86,188100000.00
17/09/1987,314.94,316.08,313.45,314.93,314.93,150700000.00
16/09/1987,317.75,319.5,314.61,314.86,314.86,195700000.00
15/09/1987,323.07,323.08,317.63,317.74,317.74,136200000.00
14/09/1987,322.02,323.81,320.4,323.08,323.08,154400000.00
11/09/1987,317.14,322.45,317.13,321.98,321.98,178000000.00
10/09/1987,313.92,317.59,313.92,317.13,317.13,179800000.00
09/09/1987,313.6,315.41,312.29,313.92,313.92,164900000.00
08/09/1987,316.68,316.7,308.56,313.56,313.56,242900000.00
04/09/1987,320.21,322.03,316.53,316.7,316.7,129100000.00
03/09/1987,321.47,324.29,317.39,320.21,320.21,165200000.00
02/09/1987,323.4,324.53,318.76,321.68,321.68,199900000.00
01/09/1987,329.81,332.18,322.83,323.4,323.4,193500000.00
31/08/1987,327.03,330.09,326.99,329.8,329.8,165800000.00
28/08/1987,331.37,331.38,327.03,327.04,327.04,156300000.00
27/08/1987,334.56,334.57,331.1,331.38,331.38,163600000.00
26/08/1987,336.77,337.39,334.46,334.57,334.57,196200000.00
25/08/1987,333.37,337.89,333.33,336.77,336.77,213500000.00
24/08/1987,335.89,335.9,331.92,333.33,333.33,149400000.00
21/08/1987,334.85,336.37,334.3,335.9,335.9,189600000.00
20/08/1987,331.49,335.19,329.83,334.84,334.84,196600000.00
19/08/1987,329.26,329.89,326.54,329.83,329.83,180900000.00
18/08/1987,334.1,334.11,326.43,329.25,329.25,198400000.00
17/08/1987,333.98,335.43,332.88,334.11,334.11,166100000.00
14/08/1987,334.63,336.08,332.63,333.99,333.99,196100000.00
13/08/1987,332.38,335.52,332.38,334.65,334.65,217100000.00
12/08/1987,333.32,334.57,331.06,332.39,332.39,235800000.00
11/08/1987,328.02,333.4,328,333.33,333.33,278100000.00
10/08/1987,322.98,328,322.95,328,328,187200000.00
07/08/1987,322.1,324.15,321.82,323,323,212700000.00
06/08/1987,318.49,322.09,317.5,322.09,322.09,192000000.00
05/08/1987,316.25,319.74,316.23,318.45,318.45,192700000.00
04/08/1987,317.59,318.25,314.51,316.23,316.23,166500000.00
